Route ID;Distance;Driver name
65254;17.723;Yuliya PAVLOVA
65255;14.679;Vera TAYLOR
65294;19.256;Barbara RUIZ
65324;4.285;Roman FERNANDEZ
65347;67.272;Vasylyi JENSEN
65361;40.971;Vasylyi PAVLOVA
65385;15.556;David LOPEZ
65391;3.46;Nadezhda WILSON
65395;18.83;Valentina GUTIERREZ
65425;40.65;Anna ROMERO
65427;16.315;Maksim VARGA
65432;13.906;Maryia MILLER
65487;5.739;Sandra SMIRNOV
65488;2.419;Marta SCHULZ
65533;18.899;Michel BECKER
65558;17.356;Marina SIMON
65571;4.929;Maksim POPOVA
65602;2.493;Vladimir SILVA
65625;6.77;John COSTA
65634;66.298;Christine HOFFMANN
65766;136.757;Irina TAYLOR
65782;20.854;Claude KRAVCHENKO
65808;22.397;Hans SIMON
65808;5.885;Hans SIMON
65843;3.952;Lyubov SZABÓ
65873;10.91;Yuliya COSTA
65905;53.048;Hans KRAVCHENKO
65977;10.787;Irina SANCHEZ
66009;57.665;Andrei GARCIA
66116;3.814;Yuliya MILLER
66129;54.692;Vladimir LOPEZ
66190;6.246;Giovanni MORENO
66297;4.762;Sergey MARIN
66307;15.456;Anna MORENO
66322;10.018;Anton MEIER
66360;5.778;Hans ZIMMERMANN
66398;78.435;Manfred VOLKOVA
66418;7.444;Serhei DIAZ
66471;2.345;Olha GOMEZ
66497;6.114;Svetlana SOKOLOVA
66498;4.518;Maria DIAZ
66510;10.505;Alexander TAYLOR
66564;2.985;Christian NAVARRO
66599;24.629;Andrei NAVARRO
66601;51.946;Marta POPOVA
66699;14.417;Thomas KARLSSON
66753;16.194;Olga NOVIKOVA
66771;5.28;Lyubov MÜLLER
66777;30.451;Darya MAGOMEDOV
66779;14.195;Thomas MARIN
66787;136.75;Aleksandr KRAVCHENKO
66892;3.99;Mária IVANOV
66907;47.86;Anna VARGA
66924;5.422;Valentyna PETROVA
66931;18.478;Ivan NOVIKOVA
66946;7.862;Valentina LOPEZ
66954;6.849;Evgeniy NOVIKOVA
66961;2.421;Nikolay COSTA
66989;22.874;Daniel PEREZ
66989;34.617;Daniel PEREZ
67001;5.522;Evgeniy KOVÁCS
67022;60.892;Valentina RAMOS
67028;22.822;Tomasz VARGA
67034;31.768;Christine NOVIKOVA
67066;233.426;Marta ROBERTS
67099;4.072;Serhei SIMON
67163;7.078;Michel DAVIES
67179;103.439;Laura MARTIN
67218;4.296;Yvan SMITH
67219;16.214;Barbara MILLER
67233;2.753;Mario THOMAS
67249;12.322;Maria NOVIKOVA
67250;49.707;Elena NOWAK
67251;9.526;Richard MOROZOVA
67255;5.481;Tatyana TAYLOR
67256;82.018;Nadezhda ROMERO
67274;13.873;Olha FERNANDEZ
67284;62.271;Sergey THOMAS
67347;18.758;Yuliya SCHNEIDER
67360;48.756;Anne HOFFMANN
67416;11.864;Patrick JIMENEZ
67456;15.904;Ekaterina HERNANDEZ
67466;55.409;Yvan SCHNEIDER
67499;6.51;Paul SILVA
67524;5.682;Olha ROBERTS
67540;29.759;Elisabeth HOFFMANN
67577;149.936;Tatiana GOMEZ
67580;23.306;Pavel ZIMMERMANN
67581;9.892;Barbara ANDERSSON
67589;48.485;Giovanni JENSEN
67639;6.639;Jean MEYER
67684;4.393;Darya FERRARI
67744;3.598;Angela SIMON
67779;4.749;Hans WILLIAMS
67805;14.976;Antonio ROSSI
67809;29.288;Mária KOCH
67826;3.256;Olga BROWN
67873;2.464;Rosa TÓTH
67910;29.006;Serhei RICHTER
67933;23.908;Robert SMITH
67954;3.679;Elisabeth SCHNEIDER
67973;85.227;Yvan WILLIAMS
67996;2.005;Maria SILVA
68059;8.985;Valentyna SCHÄFER
68090;101.408;Elena ROMERO
68099;13.229;Tomasz ALONSO
68116;10.961;Mariya JIMENEZ
68171;369.203;Laura RICHTER
68197;9.718;Ana JIMENEZ
68218;58.271;Svetlana RUIZ
68266;14.413;Manfred RUIZ
68282;112.754;Piotr JIMENEZ
68335;29.596;Marta ROBERTS
68343;32.962;Giovanni SCHÄFER
68392;104.258;Olha JIMENEZ
68552;11.75;Dmitriy WILLIAMS
68569;16.711;David POPOVA
68612;3.72;Laura RAMOS
68628;21.705;David PAVLOVA
68640;22.47;Peter BROWN
68685;187.152;Tatyana POPOVA
68748;85.698;Nadezhda WEBER
68785;41.094;Olha LOPEZ
68788;15.302;Barbara MEIER
68789;35.228;Alexander ROSSI
68877;7.828;Angela JENSEN
68899;6.882;Aleksandr ROMERO
68899;7.425;Aleksandr ROMERO
68959;6.277;Rosa JOHANSSON
68980;24.39;Alina JONES
68993;15.82;Thomas KOCH
69028;5.903;Peter RICHTER
69084;2.798;Denis SCHULZ
69119;2.662;Petra PEREIRA
69172;269.24;Aleksandra RUIZ
69181;66.887;Angela SHEVCHENKO
69245;47.71;Michel BROWN
69263;64.459;Anton RODRIGUEZ
69268;14.817;Mária WILSON
69268;20.26;Mária WILSON
69270;66.73;Brigitte GOMEZ
69342;22.918;Lyubov FISCHER
69345;170.701;Marta RAMOS
69360;255.636;Juan SIMON
69382;12.583;Marina BONDARENKO
69382;2.547;Marina BONDARENKO
69426;29.239;Nykolai JIMENEZ
69435;8.705;Evgeniy FERRARI
69436;28.025;Marta ROBERTS
69477;7.406;Serhei KUZNETSOVA
69477;22.719;Serhei KUZNETSOVA
69479;32.738;Valentina POPOVA
69510;23.153;John NOVIKOVA
69527;6.956;Aleksandra NIELSEN
69531;10.777;Natalya FERRARI
69551;21.131;Jean PETROV
69560;7.327;Martin JIMENEZ
69577;4.386;Robert MÜLLER
69592;4.037;Nadezhda JONES
69618;12.85;Aleksey HOFFMANN
69665;10.546;Martin ROMERO
69680;8.633;Nadezhda ROBERTS
69717;20.792;Anne HUBER
69760;2.949;Ivan SILVA
69816;25.51;Martin JIMENEZ
69831;7.115;Mario WAGNER
69864;27.122;Tatiana KARLSSON
69898;66.257;Mikhail DAVIES
69916;7.28;Tomasz HERNANDEZ
69967;129.43;Ana KARLSSON
69967;23.161;Ana KARLSSON
70007;30.809;Lyubov SIMON
70050;5.595;Piotr DAVIES
70069;7.671;Aleksandra GARCIA
70070;112.387;Aleksandra MILLER
70113;3.927;Brigitte HUBER
70137;16.344;Marta PEREIRA
70158;13.707;Karin TÓTH
70261;5.942;Francesco BAUER
70356;66.346;Vladymyr HERNANDEZ
70358;43.106;Laura PETROV
70371;3.136;Nykolai NAGY
70397;23.886;Petra MARTINEZ
70402;33.766;Tatyana SCHÄFER
70439;22.601;Yvan NIELSEN
70467;2.278;Marina PEREIRA
70489;10.484;Mária THOMAS
70531;49.365;Anastasiya BONDARENKO
70544;100.415;Antonio BONDARENKO
70552;15.264;Anton BONDARENKO
70582;11.103;Petra KRAVCHENKO
70589;71.977;Ekaterina FISCHER
70603;5.814;Rosa MEIER
70605;3.921;Yvan BONDARENKO
70618;17.65;Yuliya WILLIAMS
70657;54.338;Valentyna MORENO
70699;19.21;Werner FERRARI
70711;8.533;Paul PEREZ
70714;13.345;Aleksandra ROBERTS
70716;13.607;Angela SILVA
70800;80.672;Olha ANDERSSON
70828;47.52;Francisco BAUER
70830;15.207;Alina MUÑOZ
70846;3.528;Barbara MEYER
70866;19.816;Anne DAVIES
70901;10.219;Karin MEIER
70933;31.987;Darya FISCHER
70954;2.807;Lyubov MÜLLER
71016;27.533;Andrea MOROZOVA
71126;12.531;Rosa IVANOVA
71132;2.335;Wolfgang WILSON
71213;19.562;Marta NOWAK
71258;20.007;Jan NAVARRO
71266;6.174;Alina SOKOLOVA
71267;78.117;Angela MOROZOVA
71273;25.185;Mikhail RUSSO
71279;9.687;Giovanni MEIER
71293;6.758;Mario ALVAREZ
71325;3.55;Christine NAVARRO
71327;4.826;Mariya SCHULZ
71340;4.775;Valentina LOPEZ
71399;91.323;Denis PEREIRA
71448;15.213;Maria JONES
71497;80.872;Yvan KOVÁCS
71528;3.955;Mikhail SIMON
71598;9.096;David KOVALENKO
71643;34.489;Monika COSTA
71665;28.499;Lyubov GUTIERREZ
71665;12.043;Lyubov GUTIERREZ
71666;24.414;Eva SILVA
71682;92.815;Maksim ROMERO
71703;4.723;Vladymyr ROSSI
71723;16.179;Juan WILLIAMS
71736;17.815;Lyubov RODRIGUEZ
71791;24.706;Serhei KUZNETSOVA
71803;5.008;Christian SHEVCHENKO
71864;12.686;Lyubov WOLF
71925;14.086;Piotr SIMON
71936;71.655;Barbara TORRES
72054;2.743;Christine JOHNSON
72078;14.301;Mario VASILEVA
72079;97.412;Dmitriy KOCH
72093;4.587;Pavel NIELSEN
72151;79.583;Andrea THOMAS
72174;14.059;Elisabeth MARTIN
72194;2.209;Werner KOCH
72250;8.714;Tatyana TORRES
72272;21.896;Laura KLEIN
72290;12.996;Tomasz RUSSO
72291;20.404;Daniel GOMEZ
72349;3.341;Aleksandr RAMOS
72386;23.561;Nikolay DIAZ
72462;67.211;Yvan MARIN
72506;29.786;Christian SMITH
72509;48.07;Mario KRAVCHENKO
72546;47.859;Serhei RODRIGUEZ
72602;32.194;Ana RODRIGUEZ
72670;12.526;Marie SMIRNOVA
72692;17.723;Svetlana SOKOLOVA
72723;50.889;Mária JONES
72739;8.491;Andrey KOVALENKO
72750;2.44;Klaus NAGY
72764;4.556;Tatyana SMIRNOV
72777;41.006;Jose IVANOVA
72825;13.061;Michael PEREIRA
72827;99.658;Martin SMIRNOV
72856;6.193;Marina GOMEZ
72908;32.629;Wolfgang TORRES
72929;6.473;Valentyna NOVIKOVA
72933;42.375;Elena SANTOS
72937;2.186;Rosa LOPEZ
72980;6.693;Jose BRAUN
73071;23.619;Marie KOVALENKO
73092;26.06;Serhei NAGY
73208;31.827;Aleksandr KOVALENKO
73210;11.49;Jan MARTIN
73253;12.353;Lyubov KUZNETSOV
73285;36.474;Manfred ANDERSSON
73311;6.019;Laura JOHNSON
73324;51.718;Peter BROWN
73373;67.466;Aleksandra PAVLOVA
73385;5.811;Rosa MORENO
73387;6.606;Petra MARTIN
73394;6.782;Robert SIMON
73490;12.56;Juan NAVARRO
73520;2.758;Andrea KRAVCHENKO
73530;30.187;Claude ROSSI
73558;190.54;Evgeniy SHEVCHENKO
73598;82.914;Marta RUIZ
73669;103.459;Klaus FERRARI
73749;65.918;Andrea ZIMMERMANN
73750;41.407;Andrea FERRARI
73753;48.736;Ekaterina MEYER
73763;3.172;Tatiana LOPEZ
73767;22.305;Daniel ZIMMERMANN
73774;43.622;Richard FERREIRA
73778;23.831;Valentyna ROSSI
73857;29.366;Michel BRAUN
73883;12.544;Paul MORENO
73894;11.863;Nadezhda WILSON
73900;59.446;Dmitriy SCHÄFER
73920;28.721;Thomas DAVIES
74061;4.929;Thomas HANSEN
74093;8.644;Olha DIAZ
74162;16.191;Wolfgang SCHNEIDER
74182;143.201;Elena EVANS
74206;7.858;Martin SILVA
74222;707.266;Christian MARTINEZ
74299;59.016;Sandra ZIMMERMANN
74338;8.897;Lyubov VARGA
74356;4.801;Valentyna MORENO
74363;18.508;Maksim BECKER
74435;16.824;Jose SMIRNOVA
74479;5.092;Angela JIMENEZ
74488;5.402;Valentina MARTIN
74524;6.128;Maria TORRES
74531;11.167;Marie GARCIA
74538;13.426;Karin JOHNSON
74539;56.489;Klaus VASILEVA
74557;4.991;Jose RODRIGUEZ
74588;70.15;Werner MEYER
74588;13.951;Werner MEYER
74596;9.165;Juan MARIN
74626;57.747;Natalya VASILEVA
74641;41.1;Christian JOHANSSON
74649;44.586;Tatiana EVANS
74658;85.118;Sergey SHEVCHENKO
74675;48.694;Klaus ROBERTS
74723;15.227;Claude NAVARRO
74793;7.883;Christine SMIRNOVA
74816;3.737;Lyubov VARGA
74824;10.177;Nykolai MEIER
74896;13.434;Maksim HUBER
74967;16.044;Jean WILSON
74995;7.7;Claude MEYER
74997;10.499;Sergey RUSSO
75002;6.542;Hans SMIRNOV
75005;3.39;Martin EVANS
75032;58.578;Vladimir BECKER
75036;6.109;Francesco SCHMIDT
75101;114.477;Darya PAVLOVA
75110;65.493;Mariya BROWN
75113;7.497;Claude WILSON
75126;24.851;Vladymyr MUÑOZ
75159;108.227;Angela SIMON
75189;3.688;Valentyna PETROV
75200;1.791;Valentyna MEIER
75208;6.204;Christian ANDERSSON
75213;4.084;Anne JENSEN
75253;11.749;Francisco PETROV
75296;1.725;Valentyna RODRIGUEZ
75309;93.152;Irina JENSEN
75314;10.287;Anastasiya FERNANDEZ
75375;25.26;Francesco SMITH
75457;6.222;Christian SZABÓ
75475;31.95;Michel JENSEN
75479;3.066;Karin RODRIGUEZ
75489;9.019;Laura JOHNSON
75535;12.86;Martin GUTIERREZ
75618;23.15;Nikolay EVANS
75632;33.358;Alina JENSEN
75684;6.728;Mikhail ZIMMERMANN
75699;6.734;Tatyana SOKOLOVA
75707;27.273;Olga SHEVCHENKO
75711;11.085;Irina MARTINEZ
75717;13.671;Olha TAYLOR
75724;13.8;Jean KOVÁCS
75777;46.746;Svetlana SIMON
75807;33.389;Wolfgang GARCIA
75830;17.698;Thomas KUZNETSOV
75855;60.226;Sergey BECKER
75986;17.476;Robert SIMON
75990;21.974;Mikhail FERREIRA
76013;12.88;Svetlana PEREZ
76038;7.626;Marina THOMAS
76058;33.591;Klaus HANSEN
76058;4.114;Klaus HANSEN
76062;56.055;Robert POPOV
76084;3.14;Martin FERRARI
76087;9.077;Nykolai HERNANDEZ
76151;8.495;Sandra WAGNER
76158;51.396;Nadezhda WILSON
76188;92.187;Darya PEREZ
76249;34.719;Marta WOLF
76306;95.839;Ekaterina FISCHER
76309;6.508;Monika POPOVA
76311;9.444;Thomas DAVIES
76322;8.626;Roman POPOV
76360;5.589;Paul FERNANDEZ
76361;10.862;Marta MILLER
76380;5.507;Anton JIMENEZ
76393;2.2;Patrick ALONSO
76401;375.855;Manfred MORENO
76407;24.673;Piotr HUBER
76408;37.653;Maria MILLER
76415;6.822;Paul PEREZ
76432;36.823;Elena PAVLOVA
76496;58.011;Vasylyi RUIZ
76504;19.641;Patrick FERRARI
76542;5.531;Paul JOHANSSON
76558;14.584;Sandra SMITH
76571;45.924;Maksim SMIRNOVA
76657;15.272;Aleksandr WOLF
76669;9.289;Klaus RUSSO
76679;27.618;Irina FERREIRA
76684;19.791;Claude SIMON
76711;18.364;Valentina SCHÄFER
76720;11.953;Daniel WILSON
76748;3.389;Mariya ZIMMERMANN
76755;20.381;Maksim POPOVA
76756;5.652;Angela MEYER
76778;6.923;Robert THOMAS
76786;12.521;Olga ZIMMERMANN
76816;73.844;Robert VOLKOVA
76847;7.398;Mario JONES
76861;10.093;Maria NOWAK
76877;14.518;Rosa NIELSEN
76903;2.222;Vera DIAZ
76917;4.74;Werner SANCHEZ
77019;3.019;Valentyna PETROVA
77044;5.574;Claude HERNANDEZ
77086;6.662;Maksim ANDERSSON
77141;78.079;Aleksey EVANS
77142;2.997;Vasylyi DAVIES
77185;17.315;Marie GARCIA
77185;3.005;Marie GARCIA
77227;17.212;Mikhail KOVALENKO
77245;3.806;Angela GARCIA
77258;11.13;Jose BROWN
77262;7.554;Marie TAYLOR
77278;12.113;Monika WOLF
77307;38.507;Maksim SOKOLOVA
77367;2.709;Maksim PETROVA
77392;67.86;Alina SOKOLOVA
77414;5.822;Alina MUÑOZ
77457;3.47;Paul FISCHER
77457;7.133;Paul FISCHER
77477;10.401;Lyubov PETROVA
77497;3.446;Patrick SIMON
77503;40.215;Dmitriy TÓTH
77511;31.386;Petra POPOVA
77516;16.124;Anastasiya LOPEZ
77528;28.118;Maryia WAGNER
77541;12.295;Jean KUZNETSOV
77651;3.003;Evgeniy HUBER
77667;3.969;Werner BAUER
77679;60.17;Tatiana GOMEZ
77687;4.432;Francisco RODRIGUEZ
77689;27.014;Wolfgang RODRIGUEZ
77788;22.343;Tatyana SMITH
77790;8.142;Hans ROSSI
77836;105.724;Mario HERNANDEZ
77877;14.045;Martin ALVAREZ
77897;10.788;Roman RODRIGUEZ
77901;4.784;Evgeniy SMIRNOVA
77926;5.407;Christian HOFFMANN
77987;14.79;Aleksandr NIELSEN
78048;2.376;Mikhail SIMON
78071;7.918;Karin LOPEZ
78078;9.189;John GOMEZ
78112;10.09;Elena NAGY
78182;3.637;Martin PETROVA
78224;4.607;Alexander PEREIRA
78232;3.811;Josef WILSON
78260;14.983;Christian NAVARRO
78261;15.296;Francesco ZIMMERMANN
78294;52.769;Yuliya THOMAS
78360;5.736;Evgeniy ALONSO
78370;117.515;Petra MOROZOVA
78430;5.467;Lyubov KRAVCHENKO
78441;3.728;Ana LOPEZ
78444;11.934;Karin MUÑOZ
78459;10.767;Valentyna BECKER
78517;67.77;Mikhail JOHANSSON
78536;4.418;Mariya JENSEN
78584;88.56;Ivan SCHMID
78588;37.958;Aleksandr SMITH
78588;85.497;Aleksandr SMITH
78778;3.367;Aleksandr POPOV
78789;21.975;Christian RODRIGUEZ
78807;200.228;Elena RICHTER
78822;17.082;Marina SMIRNOV
78907;7.857;Klaus MEYER
78946;9.671;Christine RICHTER
78946;127.091;Christine RICHTER
78969;10.113;Mario PEREZ
79003;69.701;Eva NAGY
79020;35.027;Marina GOMEZ
79068;70.172;Olha JIMENEZ
79087;30.246;Darya GARCIA
79088;12.783;Brigitte PETROV
79111;55.995;Mikhail IVANOV
79112;3.499;Vasylyi IVANOVA
79144;4.294;Jean MORENO
79235;5.312;Natalya MARIN
79236;15.625;Tatyana KUZNETSOVA
79282;4.745;Igor BAUER
79312;6.72;Eva VOLKOVA
79351;59.858;Robert THOMAS
79383;21.934;Daniel GONZALEZ
79383;5.359;Daniel GONZALEZ
79389;116.797;Vasylyi GUTIERREZ
79405;7.097;Natalya PEREZ
79407;13.334;Josef JONES
79516;25.142;Roman IVANOVA
79572;17.19;Angela FERNANDEZ
79583;15.176;Tatyana SMIRNOV
79607;8.533;Barbara TORRES
79639;8.139;Mária WILSON
79695;6.212;Denis JOHNSON
79745;25.898;David ROSSI
79790;3.504;Barbara HOFFMANN
79790;33.325;Barbara HOFFMANN
79791;13.734;Thomas TÓTH
79855;21.993;Tatiana ROSSI
79864;8.756;Mario MOROZOVA
79976;2.304;Elisabeth WEBER
79983;149.602;Karin TAYLOR
80029;15.902;Tatyana HOFFMANN
80030;142.542;Karin BECKER
80064;31.993;Martin BRAUN
80076;9.986;Francisco ANDERSSON
80191;118.087;Francesco SCHULZ
80283;26.73;Richard IVANOV
80319;11.788;Jan SCHNEIDER
80327;116.28;Karin GUTIERREZ
80341;7.435;Denis MEIER
80347;62.592;Andreas FISCHER
80351;2.624;Irina RODRIGUEZ
80354;5.829;Mária BROWN
80378;31.338;Karin NOWAK
80396;13.117;Brigitte GOMEZ
80410;115.772;Mariya HERNANDEZ
80433;5.756;Elena RODRIGUEZ
80476;19.153;Denis KARLSSON
80631;4.647;Hans MUÑOZ
80637;6.347;Aleksandra HOFFMANN
80645;4.671;Martin MUÑOZ
80665;14.451;Tomasz NAGY
80764;4.261;Monika WEBER
80771;16.425;Olha HUBER
80812;3.427;Vera NOWAK
80813;10.525;Andrei MEYER
80842;7.681;Maryia POPOVA
80884;2.745;Anna ZIMMERMANN
80900;30.871;Jan VASILEVA
80932;4.899;Olga MAGOMEDOV
80947;77.064;Monika HOFFMANN
80952;89.421;Monika ROSSI
80970;5.099;Mária NAGY
81045;7.998;Tatiana VASILEVA
81102;23.175;Maria NIELSEN
81104;12.125;Anton JIMENEZ
81112;12.768;Roman MORENO
81168;20.542;Laura PETROV
81188;75.47;Andreas KOCH
81200;19.425;Claude THOMAS
81220;40.689;Michael SHEVCHENKO
81224;151.699;Giuseppe JENSEN
81297;3.93;Dmitriy NOVIKOVA
81385;16.982;Hans ZIMMERMANN
81395;98.075;Nikolay HERNANDEZ
81417;13.419;Svetlana BRAUN
81422;8.854;Alexander WEBER
81487;31.262;Aleksandr PETROV
81510;12.478;Jan BROWN
81544;22.33;Karin GUTIERREZ
81557;12.435;Angela GARCIA
81558;4.375;Francisco POPOV
81600;8.791;Marina FERNANDEZ
81605;61.742;Christian SOKOLOVA
81610;2.971;Aleksandra SMIRNOV
81612;10.696;Juan WILLIAMS
81613;20.672;John NOVIKOVA
81647;29.78;Juan SMIRNOVA
81665;8.38;Klaus SANCHEZ
81678;2.924;Natalya SANCHEZ
81713;7.675;Ekaterina MÜLLER
81796;18.492;Natalya MILLER
81834;7.487;Francisco SCHMID
81835;37.467;Mario SHEVCHENKO
81852;9.579;Elisabeth IVANOVA
81858;3.584;Eva GONZALEZ
81867;13.202;Paul COSTA
81908;10.555;Robert VOLKOVA
81937;3.453;Pavel PEREZ
81960;5.676;Brigitte SMIRNOV
81976;54.763;Aleksandr SILVA
81999;20.09;Angela JOHANSSON
82014;15.461;Ivan SHEVCHENKO
82022;12.896;Marta POPOVA
82032;12.008;Juan POPOV
82110;4.981;Hans WEBER
82200;27.097;Christine JONES
82229;17.94;Darya MOROZOVA
82246;26.016;Elisabeth IVANOV
82251;11.176;Andrey SCHMIDT
82254;215.027;Tomasz VARGA
82254;5.957;Tomasz VARGA
82268;8.015;Patrick BONDARENKO
82271;78.746;Darya JOHNSON
82404;13.401;Ana SANTOS
82414;34.013;Manfred COSTA
82449;5.504;Aleksandr HANSEN
82462;154.116;Mikhail HOFFMANN
82464;25.899;Werner SCHMID
82482;16.484;Igor KARLSSON
82487;28.756;Lyubov SIMON
82530;6.205;Daniel FERREIRA
82535;41.477;Igor HERNANDEZ
82569;10.358;Elena NOWAK
82701;12.093;Marta JIMENEZ
82715;139.042;Claude RUIZ
82819;4.415;Tomasz JOHANSSON
82857;15.797;Roman ALVAREZ
82925;7.461;Serhei KRAVCHENKO
82938;10.801;Michel ALONSO
82987;26.703;Valentyna GARCIA
83014;8.382;Tatyana ALVAREZ
83057;4.901;Olha MARTINEZ
83072;5.502;Klaus SHEVCHENKO
83076;12.702;Vera SCHULZ
83127;59.431;Irina VARGA
83160;6.408;Aleksey KUZNETSOVA
83179;22.72;Brigitte WAGNER
83231;6.311;Marta GOMEZ
83262;10.96;Olga KOVALENKO
83370;91.121;Robert SMIRNOV
83425;6.316;Klaus KOVÁCS
83434;50.553;Tomasz MARIN
83455;25.021;Denis GOMEZ
83478;125.594;Anne MEYER
83517;83.198;Paul SILVA
83531;4.091;Francesco SMIRNOV
83553;6.255;Maksim FISCHER
83565;2.199;Ekaterina KUZNETSOV
83577;15.777;Angela SANTOS
83593;12.698;Monika MÜLLER
83611;28.272;Wolfgang VARGA
83640;11.183;Francisco GARCIA
83685;16.378;Jean MORENO
83693;12.969;Valentina JIMENEZ
83711;47.284;Vladimir BRAUN
83713;54.282;Josef SHEVCHENKO
83756;6.509;Paul GOMEZ
83792;4.852;Hans ZIMMERMANN
83861;59.445;Martin WILLIAMS
83874;35.163;Roman WILSON
83876;12.981;Vasylyi RICHTER
83940;3.781;Robert SMIRNOV
83940;12.117;Robert SMIRNOV
83947;3.637;Claude ROMERO
83949;61.661;Ivan SMIRNOVA
83994;595.343;Angela POPOVA
84018;26.53;Valentyna ROSSI
84035;35.748;Thomas PEREZ
84045;3.368;Karin PETROV
84061;12.297;Aleksandr BONDARENKO
84080;14.626;Nykolai PAVLOVA
84151;2.819;Alina VASILEVA
84153;73.262;Christian VARGA
84189;88.639;Mariya MARIN
84333;4.049;Francisco SCHULZ
84370;86.084;Juan HANSEN
84418;28.539;David MEYER
84448;17.098;Marina SMIRNOVA
84454;4.758;Valentina ROBERTS
84517;53.14;Maria WILSON
84555;4.823;Manfred ROMERO
84578;24.177;Giovanni IVANOVA
84592;16.642;Mária MÜLLER
84618;4.093;Francisco ROBERTS
84629;96.671;Marina POPOVA
84640;32.214;Vasylyi TÓTH
84647;30.292;Monika KLEIN
84688;20.705;Irina GUTIERREZ
84700;28.007;Pavel IVANOVA
84845;26.052;Tomasz WEBER
84881;40.577;Karin SMITH
84881;6.809;Karin SMITH
84894;10.301;Yuliya DAVIES
84915;10.798;Nadezhda VASILEVA
85028;4.467;Yuliya WOLF
85040;3.088;Aleksandr MORENO
85045;47.639;Martin NOVIKOVA
85050;19.59;Karin SANCHEZ
85057;24.964;Christian SCHNEIDER
85086;18.772;Natalya MARIN
85122;25.076;Francesco IVANOVA
85128;28.129;Roman MORENO
85148;16.397;Petra NAVARRO
85154;14.047;Olga ROSSI
85183;10.461;Nikolay KLEIN
85183;7.216;Nikolay KLEIN
85193;3.762;Martin RODRIGUEZ
85203;7.122;Paul JOHANSSON
85231;13.751;Manfred JONES
85284;8.4;Monika ROBERTS
85300;3.851;Robert FERNANDEZ
85320;7.919;Aleksandra BRAUN
85330;13.122;Marina KLEIN
85384;10.858;Jean RODRIGUEZ
85406;9.645;Laura PETROVA
85423;34.159;Francesco NOVIKOVA
85438;5.049;Anton SIMON
85521;83.458;Tatiana RODRIGUEZ
85523;5.369;Giuseppe RODRIGUEZ
85657;21.944;Andrey GOMEZ
85660;20.68;Barbara TORRES
85661;45.275;Werner NOWAK
85665;12.73;Michael PETROV
85672;7.466;Peter MARTIN
85731;30.356;Michel GUTIERREZ
85801;7.472;Vladimir MORENO
85825;28.222;Maria COSTA
85834;68.544;Oksana RODRIGUEZ
85951;49.038;Marina SCHMIDT
85962;1.825;Barbara TÓTH
85966;39.953;Giovanni KLEIN
85981;5.625;Marta JIMENEZ
86032;31.914;Nikolay KARLSSON
86052;2.417;Richard DIAZ
86073;204.805;Jan HUBER
86112;16.321;Anna MUÑOZ
86142;25.299;Vera NOWAK
86166;21.927;Igor PEREZ
86202;12.408;Alexander SHEVCHENKO
86223;10.67;Alina THOMAS
86254;11.653;Marie NAGY
86255;72.789;Martin SANCHEZ
86286;45.888;Josef SOKOLOVA
86288;74.516;Denis SANTOS
86301;13.724;Serhei WOLF
86318;9.745;Maksim ROSSI
86339;5.601;Werner PETROV
86409;12.118;Claude MARTINEZ
86427;26.966;Andrey TÓTH
86460;11.046;Nikolay NIELSEN
86569;2.544;Elena MARTIN
86606;5.247;Sergey MAGOMEDOV
86618;121.454;Barbara SMIRNOVA
86711;102.938;Marina KOVALENKO
86720;146.989;Nikolay MEYER
86742;4.356;Valentyna WOLF
86758;23.225;Vera TAYLOR
86800;20.945;Anne WILLIAMS
86818;20.776;Dmitriy WILLIAMS
86836;17.262;Vladimir RUSSO
86927;3.297;Robert KLEIN
86985;4.404;Elena KOVALENKO
87002;20.206;Klaus THOMAS
87007;23.08;Valentyna PETROVA
87026;1.626;Vera RAMOS
87091;8.839;Tomasz VASILEVA
87169;25.231;Sergey ROSSI
87201;4.938;Serhei DIAZ
87234;5.877;Jose TORRES
87246;13.879;Werner RUSSO
87297;109.095;Petra ANDERSSON
87301;19.374;Monika SOKOLOVA
87307;2.721;Alina BONDARENKO
87309;43.695;Vasylyi VOLKOVA
87318;43.918;Hans MARIN
87324;13.645;Nikolay ANDERSSON
87331;62.564;Manfred BAUER
87340;15.782;Claude PEREZ
87367;90.464;Petra SANTOS
87390;13.698;Laura MARTIN
87413;3.967;Ekaterina HERNANDEZ
87448;60.114;Elena MARTIN
87461;13.043;Rosa KUZNETSOVA
87494;72.051;Nikolay GONZALEZ
87507;14.896;Ekaterina KUZNETSOV
87524;37.9;Igor SILVA
87563;19.208;Yuliya PETROVA
87574;24.133;Igor KRAVCHENKO
87616;23.157;Anton NAVARRO
87630;65.009;Giovanni BROWN
87686;5.812;Tatyana GARCIA
87720;82.191;Natalya IVANOVA
87751;126.401;Nykolai ROMERO
87846;24.322;Yvan BECKER
87859;3.879;Anna HUBER
87865;3.989;Juan TÓTH
87883;13.156;Maria FERNANDEZ
87887;15.85;Vladimir VOLKOVA
87897;3.447;Mária MUÑOZ
87898;66.112;Tatiana SCHÄFER
87898;9.864;Tatiana SCHÄFER
87939;3.337;Valentyna BAUER
87943;73.949;Denis MAGOMEDOV
87991;15.103;David JOHANSSON
88016;13.83;Valentyna EVANS
